,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,origine,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
,MPB17-AGR-1045,510,Citron vert x3,0,,kg,11.95 €,"Les 3 pièces, environ 300g",0.300,1,3.59 €,11.95 €/kg,5,0.20,2.72 €,citronvert.jpg,citronvert.jpg,citronvert.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,123ND,,,,,,Non,"Il a de nombreux points communs avec le citron jaune dont il est un cousin. Malgré une teneur en vitamine C un peu moins importante, il est aussi très énergisant, comporte une palette intéressante d’oligo-éléments et d’antioxydants. Comme le citron classique, il a jadis été utilisé pour prévenir le scorbut. Bien que de taille plus petite, il est particulièrement juteux, réputé pour sa saveur parfumée aux relents acides. ,En cuisine  il s’utilise comme le citron jaune, mais se prête davantage à la ,.,La lime ou citron vert est une variété de fruit produite par le limettier. Bien qu’il ne s’agisse pas de la même variété, on la confond souvent avec la limette, un citron doux qu’on trouve communément en Inde. Pour ajouter à la con fusion, la limette est également issue du limettier ! Egalement connu sous le nom de citron-pays ou lime mexicaine, ce fruit est aujourd’hui disponible toute l’année grâce notamment aux importations du Mexique.","Conservez-le une semaine maximum à température ambiante ou plusieurs semaines dans le bac à légumes de votre réfrigérateur. Coupé, il doit être utilisé rapidement car la vitamine C est détruite au contact de l’air.","Conservez-le une semaine maximum à température ambiante ou plusieurs semaines dans le bac à légumes de votre réfrigérateur. Coupé, il doit être utilisé rapidement car la vitamine C est détruite au contact de l’air.",,0.300,,Citron vert x3 - Au Pas De Courses,"Citron vert x3 - Pascal Bassard Primeur - Les 3 pièces, environ 300g - Il a de nombreux points communs avec le citron jaune dont il est un cousin. Malgré une te",,,
,MPB17-AUL-1053,601,Courgette ronde jaune,0,,kg,6.50 €,Les 500g,0.500,1,3.25 €,6.5 €/kg,5,0.20,2.46 €,CDV17-courgetterondejaune.jpg,CDV17-courgetterondejaune.jpg,CDV17-courgetterondejaune.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,56789,,,,,,Non,,,,,0.500,,Courgette ronde jaune - Au Pas De Courses,Courgette ronde jaune - Pascal Bassard Primeur - Les 500g - ,,,
,MPB17-PDT-1069,640,Pomme de Terre Galante x2kg,0,,kg,1.95 €,Le sac de 2 kilos,1.000,1,1.95 €,1.95 €/kg,5,0.20,1.48 €,pdtgalante.jpg,pdtgalante.jpg,pdtgalante.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Pommes de Terre,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Pommes de Terre;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,,,Non,,"En salade, en chemise, rissolée, cuite à l’eau
Tenue à la cuisson : Chair ferme",,,1.000,,Pomme de Terre Galante x2kg - Au Pas De Courses,Pomme de Terre Galante x2kg - Pascal Bassard Primeur - Le sac de 2 kilos - ,,,
,MPB17-FRO-1070,700,Barquette de fraises de Carpentras,0,,piece,12.95 €,La barquette de 1kg,1.000,1,12.95 €,12.95 €/piece,5,0.20,9.82 €,fraise.jpg,fraise.jpg,fraise.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,456,,,,"Carpentras, France",,Non,,,,,1.000,,Barquette de fraises de Carpentras - Au Pas De Courses,Barquette de fraises de Carpentras - Pascal Bassard Primeur - La barquette de 1kg - ,MPB17-FRO-1071,re::^MPB17-FRO,
,MPB17-FRO-1071,880,Fraises,0,,piece,3.95 €,La barquette de 500g,0.500,1,3.95 €,3.95 €/piece,5,0.20,3.00 €,fraiseclery.jpg,fraiseclery.jpg,fraiseclery.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,5678,,,,Belgique,,Non,,,,,0.500,,Fraises - Au Pas De Courses,Fraises - Pascal Bassard Primeur - La barquette de 500g - ,MPB17-FRO-1070,re::^MPB17-FRO,
,MPB17-FRO-1090,900,Framboise Grosse,0,,barquette,5.95 €,La barquette,0.125,1,5.95 €,5.95 €/barquette,5,0.20,4.51 €,framboise.jpg,framboise.jpg,framboise.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,1234ND,,,,,,Non,"Sensuelle et charnue, la framboise possède une saveur parfumée et suave. Elle se déguste nature ou cuisinée, mais reste fragile. Ce petit fruit rouge présente un apport calorique modéré : avec elle, alliez plaisir en bouche et bien-être !",,,,0.125,,Framboise Grosse - Au Pas De Courses,"Framboise Grosse - Pascal Bassard Primeur - La barquette - Sensuelle et charnue, la framboise possède une saveur parfumée et suave. Elle se déguste nature ou cu",,,
,MPB17-EPI-1004,,Amande,0,,pièce,5.95 €,Environ 250g,0.250,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,,,,,,,,,,0.250,,Amande - Au Pas De Courses,Amande - Pascal Bassard Primeur - Environ 250g - ,,,
,MPB17-EPI-1005,,Amande ???,0,,pièce,5.95 €,Environ 250g,0.250,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,,,,,,,,,,0.250,,Amande ??? - Au Pas De Courses,Amande ??? - Pascal Bassard Primeur - Environ 250g - ,,,
x,MPB17-FEX-1015,2,Banane,Activé,,kg,1.95 €,Les 500g,0.500,1,0.98 €,1.95 €/kg,5,0.20,0.74 €,banane.jpg,banane.jpg,banane.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France (Guadeloupe & Martinique),,Non,"Première plante alimentaire cultivée par l’Homme, le bananier produit l’un des fruits préférés des Français. La saveur gourmande et généreuse de la banane vous accompagne au quotidien, vous prodiguant ses bienfaits et son énergie au fil de la journée.",,,,0.500,,Banane - Au Pas De Courses,"Banane - Pascal Bassard Primeur - Les 500g - Première plante alimentaire cultivée par l’Homme, le bananier produit l’un des fruits préférés des Français. La sav",MPB17-FEX-1100,re::^MPB17-FEX,
x,MPB17-TOM-1153,3,Tomate cerise,Activé,,kg,7.95 €,La portion de 250g,0.250,1,1.99 €,7.95 €/kg,5,0.20,1.51 €,tomatescerise.jpg,tomatescerise.jpg,tomatescerise.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,56789,,,,France,,Non,Les tomates cerises sont généralement considérées comme proches des précurseurs sauvages de la tomate cultivée. Elles ont un goût sucrée et une saveur fruitée.,"La tomate cerise se consomme crue, en apéritif, ou en salade",,,0.250,,Tomate cerise - Au Pas De Courses,Tomate cerise - Pascal Bassard Primeur - La portion de 250g - Les tomates cerises sont généralement considérées comme proches des précurseurs sauvages de la tom,,re::^MPB17-TOM,
x,MPB17-TOM-1154,10,Tomate grappe,Activé,,kg,3.95 €,Les 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,grappe.jpg,grappe.jpg,grappe.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,56789,,,,France,,Non,La tomate grappe est présentée avec les tiges qui contiennent la sève et dégagent le parfum de tomate tant apprécié. Les parties vertes sont également un gage de fraicheur. ,Les tomates en grappe se prêtent à de nombreuses utilisations et est parfaite dégustée crue en salade.,,,0.500,,Tomate grappe - Au Pas De Courses,Tomate grappe - Pascal Bassard Primeur - Les 500g - La tomate grappe est présentée avec les tiges qui contiennent la sève et dégagent le parfum de tomate tant a,MPB17-TOM-1153,re::^MPB17-TOM,
x,MPB17-PDT-1200,11,Pomme de Terre Grenaille,Activé,,kg,4.95 €,Les 500g,0.500,1,2.48 €,4.95 €/kg,5,0.20,1.88 €,grenaille.jpg,grenaille.jpg,grenaille.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Pommes de Terre,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Pommes de Terre;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,,Non,"Le terme ""grenaille"" ne désignant qu'un calibre, cette pomme de terre peut être issue de différentes variétés, parmi elles : la ratte, la chérie, la charlotte, l'anoé ou encore la princesse amandine.","Les pommes de terre grenaille, rôties, sautées à la poêle ou cuites au four enrobées d'un filet d'huile d'olive, d'ail en chemise, de thym ou de romarin frais, se servent avec du rôti ou un poisson blanc.",,,0.500,,Pomme de Terre Grenaille - Au Pas De Courses,"Pomme de Terre Grenaille - Pascal Bassard Primeur - Les 500g - Le terme ""grenaille"" ne désignant qu'un calibre, cette pomme de terre peut être issue de différen",,re::^MPB17-PDT,
x,MPB17-AUF-1064,14,Pêche Blanche de Corse,Activé,,kg,5.95 €,Les 500g,0.500,1,2.98 €,5.95 €/kg,5,0.20,2.26 €,PBP17-pecheblanche.jpg,PBP17-pecheblanche.jpg,PBP17-pecheblanche.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,France,,Non,"Fruit d’été par excellence, la pêche blanche est le fruit préféré des fins gourmets au bec sucré. La pêche Melba est le dessert qui sublime ce fruit duveteux, parfumé, rond et charnu. Plus savoureuse que la pêche jaune,  elle est aussi plus juteuse, moins ferme et plus fondante. Elle reste cependant beaucoup plus fragile que sa consœur et tient d’ailleurs moins  bien à la cuisson.",,,,0.500,,Pêche Blanche de Corse - Au Pas De Courses,"Pêche Blanche de Corse - Pascal Bassard Primeur - Les 500g - Fruit d’été par excellence, la pêche blanche est le fruit préféré des fins gourmets au bec sucré. L",,,
x,MPB17-AUF-1065,14,Pêche Jaune de Corse,Activé,,kg,5.95 €,Les 500g,0.500,1,2.98 €,5.95 €/kg,5,0.20,2.26 €,PBP17-pechejaune.jpg,PBP17-pechejaune.jpg,PBP17-pechejaune.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,France,,Non,"Fruit d’été par excellence, la pêche blanche est le fruit préféré des fins gourmets au bec sucré. La pêche Melba est le dessert qui sublime ce fruit duveteux, parfumé, rond et charnu. Plus savoureuse que la pêche jaune,  elle est aussi plus juteuse, moins ferme et plus fondante. Elle reste cependant beaucoup plus fragile que sa consœur et tient d’ailleurs moins  bien à la cuisson.",,,,0.500,,Pêche Jaune de Corse - Au Pas De Courses,"Pêche Jaune de Corse - Pascal Bassard Primeur - Les 500g - Fruit d’été par excellence, la pêche blanche est le fruit préféré des fins gourmets au bec sucré. La ",,,
x,MPB17-AUF-1098,15,Melon,Activé,1,kg,4.95 €,Le melon d'environ 1kg,1.000,1,4.95 €,4.95 €/kg,5,0.20,3.75 €,melon.jpg,melon.jpg,melon.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,France Vendée,,Non,"En été, le melon garnit généreusement les étals et parfume agréablement nos paniers. Rond et savoureux, il fait partie des fruits et légumes d'été préférés des Français. Il se consomme aujourd’hui surtout comme un fruit, mais agrémente également des préparations salées.",,,,1.000,,Melon - Au Pas De Courses,"Melon - Pascal Bassard Primeur - Le melon d'environ 1kg - En été, le melon garnit généreusement les étals et parfume agréablement nos paniers. Rond et savoureux",,"
BDM17-CHA-1193",BDM17-CHA-1193
x,MPB17-FEX-1098,16,Mangue extra,Activé,,kg,9.95 €,La pièce d'environ 500g,0.500,1,4.98 €,9.95 €/kg,5,0.20,3.77 €,PBP17-mangueespagne.jpg,PBP17-mangueespagne.jpg,PBP17-mangueespagne.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,A consommer|A laisser mûrir,4567D,,,,Espagne,,Non,"Délicieusement parfumée, juteuse et tendre, la mangue est un fruit charnu. Sa chair, d’un beau jaune-orangé, a un délicat goût sucré. Avec plusieurs milliers de variétés, la mangue vous offre une diversité peu commune de couleurs et de saveurs. Aliment bien-être, elle allie plaisir gourmand et apport nutritionnel équilibré.",,,,0.500,,Mangue extra - Au Pas De Courses,"Mangue extra - Pascal Bassard Primeur - La pièce d'environ 500g - Délicieusement parfumée, juteuse et tendre, la mangue est un fruit charnu. Sa chair, d’un beau",MPB17-FEX-1099,re::^MPB17-FEX,
x,MPB17-AUF-1049,17,Pastèque,Activé,,kg,1.50 €,"La part, environ 1,7kg",1.700,1,2.55 €,1.5 €/kg,5,0.20,1.93 €,CDV17-pasteque.jpg,CDV17-pasteque.jpg,CDV17-pasteque.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,Espagne,,Non,"Très rafraîchissante, sa chair peu sucrée est gorgée d’eau et de vitamines. Sa légèreté, ainsi que le plaisir de croquer dans ses quartiers juteux, en font l’atout forme de la belle saison !",La pastèque s’intègre dans toutes vos salades fraîcheur. ,,,1.700,,Pastèque - Au Pas De Courses,"Pastèque - Pascal Bassard Primeur - La part, environ 1,7kg - Très rafraîchissante, sa chair peu sucrée est gorgée d’eau et de vitamines. Sa légèreté, ainsi que ",MPB17-AUL-1152,,
x,MPB17-AUF-1099,18,Pêche de vigne,Activé,,kg,5.95 €,Les 500g,0.500,1,2.98 €,5.95 €/kg,5,0.20,2.26 €,PBP17-Pechevigne.jpg,PBP17-Pechevigne.jpg,PBP17-Pechevigne.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,France,,Non,"Fruit d’été par excellence, la pêche blanche est le fruit préféré des fins gourmets au bec sucré. La pêche Melba est le dessert qui sublime ce fruit duveteux, parfumé, rond et charnu. Plus savoureuse que la pêche jaune,  elle est aussi plus juteuse, moins ferme et plus fondante. Elle reste cependant beaucoup plus fragile que sa consœur et tient d’ailleurs moins  bien à la cuisson.",,,,0.500,,Pêche de vigne - Au Pas De Courses,"Pêche de vigne - Pascal Bassard Primeur - Les 500g - Fruit d’été par excellence, la pêche blanche est le fruit préféré des fins gourmets au bec sucré. La pêche ",,,
x,MPB17-AUL-1049,19,Concombre,Activé,,piece,1.80 €,Concombre,,1,1.80 €,1.8 €/piece,5,0.20,1.36 €,PBP17-concombre.jpg,PBP17-concombre.jpg,PBP17-concombre.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,456789O,,,,France,,Non,"Accessible à tous les porte-monnaie, le concombre est par ailleurs facile à préparer et peu calorique. Chaque année, il remporte un vif succès. En France, nous en consommons environ 2,2 kilos par an et par personne. Cru ou cuit, apprenez à varier les plaisirs !",,,,0.000,,Concombre - Au Pas De Courses,"Concombre - Pascal Bassard Primeur - Concombre - Accessible à tous les porte-monnaie, le concombre est par ailleurs facile à préparer et peu calorique. Chaque a",MPB17-AUL-1152,,
x,MPB17-AGR-1119,20,Orange à Jus,Activé,,kg,2.50 €,Les 500g,0.500,1,1.25 €,2.5 €/kg,5,0.20,0.95 €,orangemaltaise.jpg,orangemaltaise.jpg,orangemaltaise.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,12ND,,,,Espagne,,Non,"L'Orange maltaise regroupe deux variétés d'oranges1 : L'Orange maltaise demi-sanguine est une variété d'orange douce et semi-sanguine cultivée en Tunisie, sur la péninsule du cap Bon. L'Orange maltaise blonde appartient quant à elle à la famille des Rutaceae, à la tribu des Citreae, à la sous-tribu des Citrinae et au genre espèce Citrus sinensis (L.) Osbeck (classification de Tanaka)2.",,,,0.500,,Orange à Jus - Au Pas De Courses,Orange à Jus - Pascal Bassard Primeur - Les 500g - L'Orange maltaise regroupe deux variétés d'oranges1 : L'Orange maltaise demi-sanguine est une variété d'orang,MPB17-AGR-1118,,
x,MPB17-AGR-1043,21,Citron jaune,Activé,,kg,4.95 €,"La pièce, environ 175g",0.175,1,0.87 €,4.95 €/kg,5,0.20,0.66 €,citron.jpg,citron.jpg,citron.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,123,,,,Espagne,,Non,"Le citron était autrefois appelé « limon » de l’italien « limone » ou de l’espagnol « lima ». Le mot « lime » est toujours utilisé maintenant mais pour nommer le petit citron vert.Originaire de Chine et d’Inde, le citron a été utilisé dès le début du Moyen-Age, puis s’est répandu en Europe vers la fin du XIIe siècle pour traverser l’Atlantique en 1493 sur le bateau de Christophe Colomb. En France, il connut un vif succès aux alentours du XVIIIème siècle, en tant que produit de beauté mais surtout comme remède supposé contre le scorbut. Le citron occupe une place de choix dans nos cuisines. On l'aime pour sa chair juteuse, sa saveur qui oscille entre acide et amère, et sa belle couleur jaune doré. Fruit tonique, riche en vitamine C, le citron est aussi source de bienfaits pour votre organisme. Plein de caractère, le citron vert est un fruit tropical. Festif et convivial, il possède un arôme caractéristique qui dynamise vos plats et cocktails. En prime, ce fruit regorge d'atouts pour votre bien-être.","Consommez-le comme condiment ou comme fruit : Pour relever le goût de vos poissons et crustacés ou en marinade et assaisonnement de vos crudités et de vos salades. Quelques gouttes de citron sont aussi très utiles pour éviter que certains fruits et légumes ne noircissent au contact de l’air. Tranché, le citron peut être confit au sel et ajouté dans les plats de viandes et de poissons mijotés (ragoûts, tajines, etc.).Les amateurs de sucré l’utiliseront en pâtisserie pour confectionner de délicieux gâteaux, cakes, tartes, sorbets, confitures ou encore des mousses. Confits dans un sirop de sucre, ses zestes deviennent une friandise délicieuse.","Conservez-le une semaine maximum à température ambiante ou plusieurs semaines dans le bac à légumes de votre réfrigérateur. Coupé, il doit être utilisé rapidement car la vitamine C est détruite au contact de l’air.",,0.175,,Citron jaune - Au Pas De Courses,"Citron jaune - Pascal Bassard Primeur - La pièce, environ 175g - Le citron était autrefois appelé « limon » de l’italien « limone » ou de l’espagnol « lima ». L",MPB17-AGR-1044,,
