,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,categories,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,us_skus,re_skus,cs_skus,magmi_delete,
,FDB17-AUT-1230,131,Grand Panier,0,,piece,12.00 €,,,,0.00 €,12 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-EPI-1232,49,Grissini,0,,piece,1.10 €,,,,0.00 €,1.1 €/piece,5,0.20,0.00 €,grissini.jpg,grissini.jpg,grissini.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-CRE-1101,71,Beurre de Barrate Bordier – Doux,Activé,,piece,2.30 €,1 beurre de 125g environ,0.125,1,2.30 €,2.3 €/piece,5,0.20,1.74 €,beurrebordier.jpg,beurrebordier.jpg,beurrebordier.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Crémerie,,Mon Fromager/Les Fromages des Batignolles/Crémerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Bretagne,,Non,,,,,0.125,Dispo lors du relevé,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::DB17-CRE",,
x,FDB17-CRE-1102,71,Beurre de Barrate Bordier – Salé 4 %,Activé,,piece,2.30 €,1 beurre de 125g environ,0.125,1,2.30 €,2.3 €/piece,5,0.20,1.74 €,beurrebordier.jpg,beurrebordier.jpg,beurrebordier.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Crémerie,,Mon Fromager/Les Fromages des Batignolles/Crémerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France,,Non,,,,,0.125,Dispo lors du relevé,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::DB17-CRE",,
,FDB17-AUT-1241,26,Involtini,0,,piece,1.60 €,,,,0.00 €,1.6 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,ok,,,,
,FDB17-AUT-1254,?,Lait Ribot,0,,piece,2.60 €,1 bouteille de 500mL,,1,2.60 €,2.6 €/piece,5,0.20,1.97 €,cantallaguiole.jpg,cantallaguiole.jpg,cantallaguiole.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Le Craulois,,,,Non,,,,,0.000,ok,,,,
,FDB17-AUT-1263,94,Manicotti,0,,kg,25.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,oui,,,,
,FDB17-AUT-1264,220,Manigodine,0,,kg,23.80 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1265,255,Maroille 100 jours,0,,kg,25.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1267,109,Marsala Fine,0,,piece,13.00 €,,,,0.00 €,13 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,meme que 111,,,,
,FDB17-AUT-1268,108,Marsala Parfum,0,,piece,11.00 €,,,,0.00 €,11 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,aperitif,,,,
,FDB17-AUT-1276,,Mild Cheddar Fromage au lait pasteurisé de vache,0,,piece,,,,,0.00 €, €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,rupture de stock,,,,
,FDB17-AUT-1281,119,Mostarda,0,,piece,7.00 €,,,,0.00 €,7 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Dispo lors du relevé,,,,
,FDB17-AUT-1286,97,Murols,0,,kg,18.50 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1290,56,Normanville,0,,kg,20.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1308,57,Panna,0,,piece,2.60 €,20ml cef parmalat,,,0.00 €,2.6 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,oui,,,,
,FDB17-EPI-1310,62,Pâte d'Anchois,0,,piece,1.90 €,1 pot de 60g,,,0.00 €,1.9 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,L'Isola D'Oro,,,,Non,,,,,0.000,,,,,
,FDB17-CRE-1294,66,Boite de 6 oeufs Extra Plein Air de l'Oise,Activé,,piece,2.20 €,1 boite de 6 Oeufs,,1,2.20 €,2.2 €/piece,5,0.20,1.67 €,oeufs.jpg,oeufs.jpg,oeufs.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Crémerie,,Mon Fromager/Les Fromages des Batignolles/Crémerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France (Oise),,Non,,,,,0.000,,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::DB17-CRE",,
,FDB17-AUT-1318,251,Perille,0,,kg,29.80 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-AUT-1319,25,Perline,0,,piece,3.50 €,,,,0.00 €,3.5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1321,115,Petit Coeur Deux Sèvres,0,,piece,4.80 €,,,,0.00 €,4.8 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1322,130,Petit Panier,0,,piece,9.00 €,,,,0.00 €,9 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1324,300,Plateau,0,,piece,3.00 €,,,,0.00 €,3 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-AUT-1328,45,Pomodorini,0,,piece,5.00 €,,,,0.00 €,5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1269,23,Pot de Mascarpone,0,,pièce,5.80 €,1 pot de 250g,0.250,1,5.80 €,5.8 €/pièce,5,0.20,4.40 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,Stock limité,Ambrosi,,Italie,,Non,,,,,0.250,aperitif amande / œufs,,,,
,FDB17-AUT-1354,56,Robiola Brebis V,0,,piece,5.00 €,,,,0.00 €,5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-AUT-1357,186,Rond L'usignan,0,,kg,26.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-EPI-1363,55,Rouleau Aubergine,0,,kg,24.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-EPI-1365,43,Salametto Parfum,0,,piece,40.00 €,,,,0.00 €,40 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-AUT-1366,3,Salumi,0,,kg,35.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1379,88,Soubressade,0,,kg,20.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,oui,,,,
,FDB17-AUT-1381,196,Soureliette,0,,kg,29.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1386,46,St Paul Fermier,0,,piece,4.10 €,,,,0.00 €,4.1 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,oui,,,,
,FDB17-AUT-1387,53,St Paulin,0,,kg,14.50 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1388,139,Stracchino,0,,kg,13.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
x,FDB17-AUT-1392,30,"Tete de Moine, au lait cru de vache",0,,kg,32.00 €,1 portion de 150g ,0.150,1,4.80 €,32 €/kg,5,0.20,3.64 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Suisse,,Non,33% de matière grasse,,,,0.150,Produit n'est plus disponible,,,,
,FDB17-AUT-1394,214,Titounée,0,,kg,2.40 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,oui,,,,
,FDB17-AUT-1395,14,Toleggio,0,,kg,16.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-EPI-1396,35,Tomate entière pelée Cirio,0,,piece,3.10 €,,,,0.00 €,3.1 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Cirio,http://www.cirio1856.fr/index.php?section=prodotti&cat=1-i-rossi,,,Non,,,,,0.000,,,,,
,FDB17-EPI-1398,95,Tomates séchée Vrac,0,,kg,18.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-AUT-1410,197,Trou du cru au marc,0,,piece,2.60 €,,,,0.00 €,2.6 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-EPI-1411,200,Tuiles Parmesan,0,,kg,44.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-AUT-1414,200,Vieux Lille,0,,kg,19.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1415,192,Vieux Quebec,0,,kg,19.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1416,286,Vieux Rolland,0,,piece,6.30 €,,,,0.00 €,6.3 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-CRE-1253,54,Lait Frais Entier 1 Litre,Activé,,piece,1.45 €,1 bouteille de 1 Litre,,1,1.45 €,1.45 €/piece,5,0.20,1.10 €,FRB17_Lait_Frais.jpg,FRB17_Lait_Frais.jpg,FRB17_Lait_Frais.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Crémerie,,Mon Fromager/Les Fromages des Batignolles/Crémerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,Stock limité,Ferme des Loges,http://www.alafermedesloges.fr/,France Picardie,Médaille d'or Salon de l'Agriculture 2014,Non,,,,,0.000,,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::DB17-CRE",,
,FDB17-EPI-1311,209,Pâte de Coing,Activé,,kg,8.50 €,1 portion de 150g,0.150,1,1.28 €,8.5 €/kg,5,0.20,0.97 €,FRB17-patecoing.jpg,FRB17-patecoing.jpg,FRB17-patecoing.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Epicerie,,Mon Fromager/Les Fromages des Batignolles/Epicerie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France,,Non,"C'est l'un des treize desserts de Noël mais se consomme aussi avec des fromages au gout prononcé, comme le manchego par exemple. Originaire du sud de la France, elle se fabrique en faisant 
cuire la pulpe de coing mélangée à un poids à peu près égal de sucre.",,,,0.150,,re::^MPB17-EPI,"FDB17-BRE-1046,re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-EPI,re::^MPB17-EPI",,
,FDB17-VEB-1420,,Vinaigre balsamique 2 ans d'age,0,,piece,15.00 €,1 bouteille de 250mL,,1,15.00 €,15 €/piece,5,0.20,11.37 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,oui,,,,
,FDB17-HEV-1115,41,Bouteille Huile 500 ML,0,,piece,3.50 €,,,,0.00 €,3.5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-HEV-1116,40,Bouteille Huile Verre 75cl,0,,piece,5.50 €,,,,0.00 €,5.5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-HEV-1235,90,Huile 1 Litre,0,,piece,12.00 €,1 bouteille de 1 Litre,,,0.00 €,12 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-HEV-1236,100,Huile Olive,0,,piece,4.50 €,,,,0.00 €,4.5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-HEV-1237,102,Huile Olive 1L,0,,piece,9.00 €,,,,0.00 €,9 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-HEV-1238,101,Huile Olive 75 CL,0,,piece,6.75 €,,,,0.00 €,6.75 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,sauf ete,,,,
,FDB17-HEV-1239,42,Huile Olive Douce,0,,piece,9.50 €,,,,0.00 €,9.5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-HEV-1240,103,Huile Truffe,0,,piece,14.00 €,1 bouteille de 25mL,,,0.00 €,14 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Viander,,,,Non,,,,,0.000,,,,,
,FDB17-HEV-1419,61,Vinaigre Balsamique,0,,piece,10.00 €,,,,0.00 €,10 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-HEV-1420,117,Vinaigre Balsamique,0,,piece,11.00 €,?,,,0.00 €,11 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-HEV-1421,60,Vinaigre Balsamique Blanc condi bianco,0,,piece,9.00 €,,,,0.00 €,9 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Huiles & Vinaigres,,Mon Fromager/Les Fromages des Batignolles/Huiles & Vinaigres;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-MEC-1159,146,Confiture Auvergne 4 Fruits Rouges,0,,piece,3.80 €,1 pot de 250g,,1,3.80 €,3.8 €/piece,5,0.20,2.88 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Miel & Confitures,,Mon Fromager/Les Fromages des Batignolles/Miel & Confitures;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,Confiture cuite au chaudron de cuivre – 250g,,,,0.000,,,,,
,FDB17-MEC-1160,146,Confiture Auvergne Kiwi,0,,piece,3.80 €,1 pot de 250g,,1,3.80 €,3.8 €/piece,5,0.20,2.88 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Miel & Confitures,,Mon Fromager/Les Fromages des Batignolles/Miel & Confitures;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,Confiture cuite au chaudron de cuivre – 250g,,,0.000,Produit n'est plus disponible,,,,
,FDB17-MEC-1161,146,Confiture Auvergne Mûre et Myrtille Sauvage,0,,piece,3.80 €,1 pot de 250g,,1,3.80 €,3.8 €/piece,5,0.20,2.88 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Miel & Confitures,,Mon Fromager/Les Fromages des Batignolles/Miel & Confitures;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,Confiture cuite au chaudron de cuivre – 250g,,,0.000,Produit n'est plus disponible,,,,
,FDB17-MEC-1162,146,Confiture Auvergne Mûre sauvage,0,,piece,3.80 €,1 pot de 250g,,1,3.80 €,3.8 €/piece,5,0.20,2.88 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Miel & Confitures,,Mon Fromager/Les Fromages des Batignolles/Miel & Confitures;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,Confiture cuite au chaudron de cuivre – 250g,,,0.000,Produit n'est plus disponible,,,,
