,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
x,MPB17-FEX-1098,16,Mangue Kent Extra,Activé,0,kg,12.95 €,La pièce d'environ 800g,0.800,1,10.36 €,12.95 €/kg,5,0.20,7.86 €,PBP17-mangueespagne.jpg,PBP17-mangueespagne.jpg,PBP17-mangueespagne.jpg,Mangue Kent Extra,Mangue Kent Extra,Mangue Kent Extra,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,A consommer|A laisser mûrir,4567D,,,,Pérou,,Non,"Délicieusement parfumée, juteuse et tendre, la mangue est un fruit charnu. Sa chair, d’un beau jaune-orangé, a un délicat goût sucré. Avec plusieurs milliers de variétés, la mangue vous offre une diversité peu commune de couleurs et de saveurs. Aliment bien-être, elle allie plaisir gourmand et apport nutritionnel équilibré.",,,,0.800,,Mangue Kent Extra - Au Pas De Courses,"Mangue Kent Extra - Pascal Bassard Primeur - La pièce d'environ 800g - Délicieusement parfumée, juteuse et tendre, la mangue est un fruit charnu. Sa chair, d’un",,re::^MPB17-FEX,
x,MPB17-FEX-1156,16,Mangue Keo Romeat,Activé,1,kg,14.95 €,La pièce d'environ 300g,0.300,1,4.49 €,14.95 €/kg,5,0.20,3.40 €,PBP17-manguekeoromeat.jpg,PBP17-manguekeoromeat.jpg,PBP17-manguekeoromeat.jpg,Mangue Keo Romeat,Mangue Keo Romeat,Mangue Keo Romeat,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,A consommer|A laisser mûrir,,,,,Cambodge,,Non,"La mangue Keo Romeat est cultivée au Cambodge et se présente sous l'apparence d'un petit fruit à la paune jaune. Consommée toute l'année, sa pleine période de maturité commence en mars. Un parfum et un arôme délicieux, très différent de la mangue Kent. A tester!",,,,0.300,,Mangue Keo Romeat - Au Pas De Courses,Mangue Keo Romeat - Pascal Bassard Primeur - La pièce d'environ 300g - La mangue Keo Romeat est cultivée au Cambodge et se présente sous l'apparence d'un petit ,,re::^MPB17-FEX,
,MPB17-EPI-1156,,Marrons entiers pelés,Activé,0,pièce,5.95 €,Le pot de 200g environ,0.200,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-marronsentierspeles.jpg,PBP17-marronsentierspeles.jpg,PBP17-marronsentierspeles.jpg,Marrons entiers pelés,Marrons entiers pelés,Marrons entiers pelés,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Conserves,;;Epicier/Pascal Bassard Primeur/Conserves,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Conserves;;Epicier/Pascal Bassard Primeur/Conserves,,,,Les Impeccables,,France,,,Marrons entiers pelés origine France.,,,,0.200,,Marrons entiers pelés - Au Pas De Courses,Marrons entiers pelés - Pascal Bassard Primeur - Le pot de 200g environ - Marrons entiers pelés origine France.,,"re::^CDV17-BIE,re::^MPB17-EPI,re::^FDB17-EPI,re::^FDB17-PER,re::^FDB17-PER,re::^FDB17-HUI",
,MPB17-AUF-1098,15,Melon,Activé,0,kg,6.95 €,Le melon d'environ 1kg,1.000,1,6.95 €,6.95 €/kg,5,0.20,5.27 €,PBP17-melon.jpg,PBP17-melon.jpg,PBP17-melon.jpg,Melon,Melon,Melon,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits,,6789,,,,France Guadeloupe,,Non,"En été, le melon garnit généreusement les étals et parfume agréablement nos paniers. Rond et savoureux, il fait partie des fruits et légumes d'été préférés des Français. Il se consomme aujourd’hui surtout comme un fruit, mais agrémente également des préparations salées.",,,,1.000,,Melon - Au Pas De Courses,"Melon - Pascal Bassard Primeur - Le melon d'environ 1kg - En été, le melon garnit généreusement les étals et parfume agréablement nos paniers. Rond et savoureux",,BDM17-CHA-1193,BDM17-CHA-1193
x,MPB17-ARO-1081,76,Menthe,Activé,0,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,menthe.jpg,menthe.jpg,menthe.jpg,Menthe,Menthe,Menthe,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Aromates,;;Epicier/Pascal Bassard Primeur/Aromates,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Aromates;;Epicier/Pascal Bassard Primeur/Aromates,,678,,,,,,Non,,,,,0.000,,Menthe - Au Pas De Courses,Menthe - Pascal Bassard Primeur - La pièce - ,,re::^MPB17-ARO,
x,MPB17-FEX-1100,34,Mini banane Frécinette,Activé,1,kg,13.95 €,Les 400g,0.400,1,5.58 €,13.95 €/kg,5,0.20,4.23 €,PBP17-freyssinette.jpg,PBP17-freyssinette.jpg,PBP17-freyssinette.jpg,Mini banane Frécinette,Mini banane Frécinette,Mini banane Frécinette,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,,,,,,Colombie,,Non,"Première plante alimentaire cultivée par l’Homme, le bananier produit l’un des fruits préférés des Français. La saveur gourmande et généreuse de la banane vous accompagne au quotidien, vous prodiguant ses bienfaits et son énergie au fil de la journée.",,,,0.400,,Mini banane Frécinette - Au Pas De Courses,"Mini banane Frécinette - Pascal Bassard Primeur - Les 400g - Première plante alimentaire cultivée par l’Homme, le bananier produit l’un des fruits préférés des ",MPB17-FEX-1067,re::^MPB17-FEX,
,MPB17-LRA-1101,387,Mini carottes colorées,Activé,0,piece,2.95 €,La botte,,1,2.95 €,2.95 €/piece,5,0.20,2.24 €,PBP17-minicarottecolorees.jpg,PBP17-minicarottecolorees.jpg,PBP17-minicarottecolorees.jpg,Mini carottes colorées,Mini carottes colorées,Mini carottes colorées,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,1239OND,,,,France,,Non,"La botte de mini carottes colorées blanche, violette ou orange.",,,,0.000,,Mini carottes colorées - Au Pas De Courses,"Mini carottes colorées - Pascal Bassard Primeur - La botte - La botte de mini carottes colorées blanche, violette ou orange.",,re::^MPB17-LRA,
x,MPB17-CHO-1102,311,Mini chou fleur,Activé,0,piece,4.95 €,L'unité,,1,4.95 €,4.95 €/piece,5,0.20,3.75 €,PBP17-minichoufleur.jpg,PBP17-minichoufleur.jpg,PBP17-minichoufleur.jpg,Mini chou fleur,Mini chou fleur,Mini chou fleur,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Choux,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Choux,,56789O,,,,France,,Non,,,,,0.000,,Mini chou fleur - Au Pas De Courses,Mini chou fleur - Pascal Bassard Primeur - L'unité - ,,re::^MPB17-CHO,
x,MPB17-CHO-1103,382,Mini chou frisé,Activé,1,piece,2.20 €,L'unité,,1,2.20 €,2.2 €/piece,5,0.20,1.67 €,PBP17-minichouvert.jpg,PBP17-minichouvert.jpg,PBP17-minichouvert.jpg,Mini chou frisé,Mini chou frisé,Mini chou frisé,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Choux,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Choux,,,,,,France,,Non,,,,,0.000,,Mini chou frisé - Au Pas De Courses,Mini chou frisé - Pascal Bassard Primeur - L'unité - ,,re::^MPB17-CHO,
x,MPB17-FRO-1106,237,Mûre,0,0,barquette,3.95 €,La barquette de 125g,0.125,1,3.95 €,3.95 €/barquette,5,0.20,3.00 €,PBP17-mure.jpg,PBP17-mure.jpg,PBP17-mure.jpg,Mûre,Mûre,Mûre,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,789O,,,,Espagne,,Non,"Petite baie juteuse de couleur violet foncé au goût acidulé et sucré, la mûre évoque le grignotage au bord des haies sauvages. Fruit gourmand par excellence, la mûre est également cultivée. Plus douce et plus sucrée, la mûre de culture offre, elle aussi, tout un panel de saveurs. Le petit fruit à la belle robe sombre est une habituée de la cuisine. Elle est aussi une alliée incontournable de votre bien-être.",,,,0.125,,Mûre - Au Pas De Courses,"Mûre - Pascal Bassard Primeur - La barquette de 125g - Petite baie juteuse de couleur violet foncé au goût acidulé et sucré, la mûre évoque le grignotage au bor",,,
x,MPB17-FRO-1107,350,Myrtille,Activé,0,barquette,4.95 €,La barquette de 125g,0.125,1,4.95 €,4.95 €/barquette,5,0.20,3.75 €,myrtille.jpg,myrtille.jpg,myrtille.jpg,Myrtille,Myrtille,Myrtille,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,6789,,,,Espagne,,Non,"Petite baie gourmande, la myrtille vous séduira par sa jolie teinte bleu-noir et son goût parfumé, légèrement sucré et acidulé. Fruit d’une plante sauvage peu à peu cultivée, la myrtille évoque les confitures d’antan mais offre aussi, par ses saveurs fraîches, florales et boisées, un large éventail de possibilités culinaires.",,,,0.125,,Myrtille - Au Pas De Courses,"Myrtille - Pascal Bassard Primeur - La barquette de 125g - Petite baie gourmande, la myrtille vous séduira par sa jolie teinte bleu-noir et son goût parfumé, lé",,re::^MPB17-FRO,
x,MPB17-LRA-1108,61,Navet,Activé,0,kg,2.50 €,Les 500g,0.500,1,1.25 €,2.5 €/kg,5,0.20,0.95 €,PBP17-navet.jpg,PBP17-navet.jpg,PBP17-navet.jpg,Navet,Navet,Navet,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,12345OND,,,,France,,Non,"Avec la carotte et le poireau, le navet est le troisième mousquetaire des légumes dits ""basiques"".  Originaire d’Europe de l’Est, cette racine gorgée d’eau n’est pas aussi fade que sa réputation le laisse entendre. Au contraire, son goût caractéristique donne une touche indispensable à de nombreuses spécialités régionales comme à des plats très raffinés. Ses qualités nutritionnelles en font un compagnon de votre bien-être, apprécié de l’automne au printemps.",,,,0.500,,Navet - Au Pas De Courses,"Navet - Pascal Bassard Primeur - Les 500g - Avec la carotte et le poireau, le navet est le troisième mousquetaire des légumes dits ""basiques"".  Originaire d’Eur",,re::^MPB17-LRA,
,MPB17-LRA-1109,263,Navet boule d'or,Activé,0,kg,3.95 €,Les 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,PBP17-navetbouleor.jpg,PBP17-navetbouleor.jpg,PBP17-navetbouleor.jpg,Navet boule d'or,Navet boule d'or,Navet boule d'or,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines,,12OND,,,,France,,Non,"Moins amère que les variétés courantes, le navet boule d’or est un légume ancien plébiscité pour sa chair tendre et fine, sa saveur légèrement sucrée et sa cuisson plus rapide. Il complète les variétés tels les navet Norfolk ou le navet de Nancy pour un éventail de saveur, de la plus douce à la plus piquante.",,,,0.500,,Navet boule d'or - Au Pas De Courses,"Navet boule d'or - Pascal Bassard Primeur - Les 500g - Moins amère que les variétés courantes, le navet boule d’or est un légume ancien plébiscité pour sa chair",,,
,MPB17-FSE-2004,,Nectar d'Abricot Alain Milliat,Activé,1,pièce,4.95 €,La bouteille de 330ml,0.330,1,4.95 €,4.95 €/pièce,5,0.20,3.75 €,PBP17-Millatabricot.jpg,PBP17-Millatabricot.jpg,PBP17-Millatabricot.jpg,Nectar d'Abricot Alain Milliat,Nectar d'Abricot Alain Milliat,Nectar d'Abricot Alain Milliat,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Jus de fruits Alain Milliat,;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Jus de fruits Alain Milliat;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,,,,Alain Millat,http://www.alain-milliat.com/fr/,France,,Non,"Le nectar d'abricot Alain Milliat est préparé à partir d'abricots de variété Bergeron pour ses arômes plus cidulés que le Rouge du Roussillon.<br/><br/>Ingrédients: eau, sucre, pulpe d'abricot bergeron ( 46% ), acidifiant : acide citrique, antioxydant : acide ascorbique. Origine: région de Condrieu.",,,,0.330,,Nectar d'Abricot Alain Milliat - Au Pas De Courses,Nectar d'Abricot Alain Milliat - Pascal Bassard Primeur - La bouteille de 330ml - Le nectar d'abricot Alain Milliat est préparé à partir d'abricots de variété B,,"re::^MPB17-FSE-102,re::^MPB17-FSE-102,re::^FDB17-VEB,re::^FDB17-PER,re::^FDB17-HUI",
,MPB17-FSE-2005,,Nectar de Poire Eté Alain Milliat,0,1,pièce,5.80 €,La bouteille de 1 litre,1.000,1,5.80 €,5.8 €/pièce,5,0.20,4.40 €,PBP17-nectarpoireete.jpg,PBP17-nectarpoireete.jpg,PBP17-nectarpoireete.jpg,Nectar de Poire Eté Alain Milliat,Nectar de Poire Eté Alain Milliat,Nectar de Poire Eté Alain Milliat,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Jus de fruits Alain Milliat,;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Jus de fruits Alain Milliat;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,,,,Alain Millat,http://www.alain-milliat.com/fr/,France,,Non,"Le nectar de Poire Eté Alain Milliat est préparé à partir d'une variété de poires découverte dans le sud de l'Angleterre à la fin du 18e siècle par le pépiniériste Williams.<br/><br/>Ingrédients: pulpe de poire williams ( 50% ), eau, sucre, acidifiant : acide citrique, antioxydant : acide ascorbique. Origine: Côteaux Lyonnais.",,,,1.000,,Nectar de Poire Eté Alain Milliat - Au Pas De Courses,Nectar de Poire Eté Alain Milliat - Pascal Bassard Primeur - La bouteille de 1 litre - Le nectar de Poire Eté Alain Milliat est préparé à partir d'une variété d,,"re::^MPB17-FSE-102,re::^MPB17-FSE-102,re::^FDB17-VEB,re::^FDB17-PER,re::^FDB17-HUI",
,MPB17-FSE-1041,,Nectar de Banane Alain Milliat,Activé,1,pièce,4.95 €,La bouteille de 330ml,0.330,1,4.95 €,4.95 €/pièce,5,0.20,3.75 €,PBP17-Millat-banane.jpg,PBP17-Millat-banane.jpg,PBP17-Millat-banane.jpg,Nectar de Banane Alain Milliat,Nectar de Banane Alain Milliat,Nectar de Banane Alain Milliat,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Jus de fruits Alain Milliat,;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Jus de fruits Alain Milliat;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,,,,Alain Millat,http://www.alain-milliat.com/fr/,France Réunion,,Non,"Le nectar de banane Alain Milliat est préparé à partir de bananes de la variété Malgache. Pour préserver tout le goût de la banane, un groupe de Producteur a accepté de collaborer avec Alain Milliat pour faire mûrir sur place le fruit et en extraire la pulpe. Une telle organisation permet de transformer un fruit en pleine maturité naturelle et a un impact moins fort sur l'environnement.<br/><br/>ingrédients: eau, pulpe de banane gabou ( 32% ), sucre, acidifiant : acide citrique, antioxydant : acide ascorbique. Origine: île de La Réunion",,,,0.330,,Nectar de Banane Alain Milliat - Au Pas De Courses,Nectar de Banane Alain Milliat - Pascal Bassard Primeur - La bouteille de 330ml - Le nectar de banane Alain Milliat est préparé à partir de bananes de la variét,,"re::^MPB17-FSE-102,re::^MPB17-FSE-102,re::^FDB17-VEB,re::^FDB17-PER,re::^FDB17-HUI",
,MPB17-FSE-1039,,Nectar de Fraise Alain Milliat,Activé,1,pièce,4.95 €,La bouteille de 330ml,0.330,1,4.95 €,4.95 €/pièce,5,0.20,3.75 €,PBP17-Millat-fraise.jpg,PBP17-Millat-fraise.jpg,PBP17-Millat-fraise.jpg,Nectar de Fraise Alain Milliat,Nectar de Fraise Alain Milliat,Nectar de Fraise Alain Milliat,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Jus de fruits Alain Milliat,;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Jus de fruits Alain Milliat;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,"Le nectar de fraise Alain Milliat est préparé à partir de fruits cultivés dans la haute et moyenne vallée du Rhône. <br/><br/>Ingrédients: eau, pulpe de fraise ( 40% ), sucre, acidifiant : acide citrique, antioxydant : acide ascorbique.",,,,0.330,,Nectar de Fraise Alain Milliat - Au Pas De Courses,Nectar de Fraise Alain Milliat - Pascal Bassard Primeur - La bouteille de 330ml - Le nectar de fraise Alain Milliat est préparé à partir de fruits cultivés dans,,"re::^MPB17-FSE-102,re::^MPB17-FSE-102,re::^FDB17-VEB,re::^FDB17-PER,re::^FDB17-HUI",
,MPB17-FSE-1036,,Nectar de Framboise Necker Alain Milliat,Activé,0,pièce,4.95 €,La bouteille de 330ml,0.330,1,4.95 €,4.95 €/pièce,5,0.20,3.75 €,PBP17-Millat-necker.jpg,PBP17-Millat-necker.jpg,PBP17-Millat-necker.jpg,Nectar de Framboise Necker Alain Milliat,Nectar de Framboise Necker Alain Milliat,Nectar de Framboise Necker Alain Milliat,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Jus de fruits Alain Milliat,;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Jus de fruits Alain Milliat;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,"Le nectar de framboise Alain Milliat est préparé à partir de fruits cultivés en Champagne-Ardennes. Alain Milliat utilise plus particulièrement la variété Mecker qui est reconnue pour sa bonne tenue et est très appréciée des pâtissiers pour les couvertures de tartes.<br/><br/>Ingrédients: eau, pulpe de framboise mecker ( 40% ), sucre, acidifiant : acide citrique, antioxydant : acide ascorbique.",,,,0.330,,Nectar de Framboise Necker Alain Milliat - Au Pas De Courses,Nectar de Framboise Necker Alain Milliat - Pascal Bassard Primeur - La bouteille de 330ml - Le nectar de framboise Alain Milliat est préparé à partir de fruits ,,"re::^MPB17-FSE-102,re::^MPB17-FSE-102,re::^FDB17-VEB,re::^FDB17-PER,re::^FDB17-HUI",
,MPB17-FSE-1043,,Nectar de fruits de la passion Alain Milliat,Activé,0,pièce,4.95 €,La bouteille de 330ml,0.330,1,4.95 €,4.95 €/pièce,5,0.20,3.75 €,PBP17-Millat-fruitpassion.jpg,PBP17-Millat-fruitpassion.jpg,PBP17-Millat-fruitpassion.jpg,Nectar de fruits de la passion Alain Milliat,Nectar de fruits de la passion Alain Milliat,Nectar de fruits de la passion Alain Milliat,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Jus de fruits Alain Milliat,;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Jus de fruits Alain Milliat;;Epicier/Pascal Bassard Primeur/Jus de fruits Alain Milliat,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,"Le nectar de fruits de la passion Alain Milliat est préparé principalement à partir des fruits de la passion pourpres.<br/><br/>Ingrédients: eau, pulpe de fruits de la passion violette ( 36% ), sucre, acidifiant : acide citrique, antioxydant : acide ascorbique. Origine:Panama.",,,,0.330,,Nectar de fruits de la passion Alain Milliat - Au Pas De Courses,Nectar de fruits de la passion Alain Milliat - Pascal Bassard Primeur - La bouteille de 330ml - Le nectar de fruits de la passion Alain Milliat est préparé prin,,"re::^MPB17-FSE-102,re::^MPB17-FSE-102,re::^FDB17-VEB,re::^FDB17-PER,re::^FDB17-HUI",
